GameID,FileName,Platform,Genre,Size,DownloadLink,CoverArtLink
PC-A537D34D,"PC Redump/Peter Jackson's King Kong - The Official Game of the Movie (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi) (Disc 2).zip",PC / Sega Dreamcast,General,743.68 MB,"https://archive.org/download/pc_redump/PC Redump/Peter Jackson's King Kong - The Official Game of the Movie (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi) (Disc 2).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Peter%20Jackson%27s%20King%20Kong%20-%20The%20Official%20Game%20of%20the%20Movie.png
PC-58CA39F1,"PC Redump/Peter Jackson's King Kong - The Official Game of the Movie (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi) (Disc 3).zip",PC / Sega Dreamcast,General,207.68 MB,"https://archive.org/download/pc_redump/PC Redump/Peter Jackson's King Kong - The Official Game of the Movie (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi) (Disc 3).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Peter%20Jackson%27s%20King%20Kong%20-%20The%20Official%20Game%20of%20the%20Movie.png
PC-48094B9D,PC Redump/Pirates of the Caribbean - The Legend of Jack Sparrow (USA).zip,PC / Sega Dreamcast,General,1.20 GB,https://archive.org/download/pc_redump/PC Redump/Pirates of the Caribbean - The Legend of Jack Sparrow (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Pirates%20of%20the%20Caribbean%20-%20The%20Legend%20of%20Jack%20Sparrow.png
PC-607438B7,"PC Redump/Pitfall - The Mayan Adventure (Europe) (En,Fr,Es,It).zip",PC / Sega Dreamcast,Adventure,538.96 MB,"https://archive.org/download/pc_redump/PC Redump/Pitfall - The Mayan Adventure (Europe) (En,Fr,Es,It).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Pitfall%20-%20The%20Mayan%20Adventure.png
PC-FEE15C00,PC Redump/Postal - 10th Anniversary Collectors Edition (USA).zip,PC / Sega Dreamcast,General,3.63 GB,https://archive.org/download/pc_redump/PC Redump/Postal - 10th Anniversary Collectors Edition (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Postal%20-%2010th%20Anniversary%20Collectors%20Edition.png
PC-7E0C2756,PC Redump/Powerslave (USA).zip,PC / Sega Dreamcast,General,305.77 MB,https://archive.org/download/pc_redump/PC Redump/Powerslave (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Powerslave.png
PC-E1624BDA,"PC Redump/Prey (USA) (En,Fr,De,Es,It).zip",PC / Sega Dreamcast,General,1.60 GB,"https://archive.org/download/pc_redump/PC Redump/Prey (USA) (En,Fr,De,Es,It).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Prey.png
PC-5E8FE93C,"PC Redump/Prince of Persia - The Sands of Time (Europe) (En,Fr,De,Es,It) (Rerelease).zip",PC / Sega Dreamcast,General,1.53 GB,"https://archive.org/download/pc_redump/PC Redump/Prince of Persia - The Sands of Time (Europe) (En,Fr,De,Es,It) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Prince%20of%20Persia%20-%20The%20Sands%20of%20Time.png
PC-E2189780,"PC Redump/Prince of Persia - Warrior Within (USA, Europe) (En,Fr,De,Es,It,Nl) (Rerelease).zip",PC / Sega Dreamcast,General,3.91 GB,"https://archive.org/download/pc_redump/PC Redump/Prince of Persia - Warrior Within (USA, Europe) (En,Fr,De,Es,It,Nl) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Prince%20of%20Persia%20-%20Warrior%20Within.png
PC-929F362A,PC Redump/Prince of Persia 3D (Europe) (Disc 1).zip,PC / Sega Dreamcast,General,401.17 MB,https://archive.org/download/pc_redump/PC Redump/Prince of Persia 3D (Europe) (Disc 1).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Prince%20of%20Persia%203D.png
PC-3BB9B63B,PC Redump/Prince of Persia 3D (Europe) (Disc 2).zip,PC / Sega Dreamcast,General,401.56 MB,https://archive.org/download/pc_redump/PC Redump/Prince of Persia 3D (Europe) (Disc 2).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Prince%20of%20Persia%203D.png
PC-FF5E193E,PC Redump/Prince of Persia Collection - Limited Edition (USA).zip,PC / Sega Dreamcast,General,549.95 MB,https://archive.org/download/pc_redump/PC Redump/Prince of Persia Collection - Limited Edition (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Prince%20of%20Persia%20Collection%20-%20Limited%20Edition.png
PC-78B79F08,"PC Redump/Project - Snowblind (Europe) (En,Fr,De,Es,It).zip",PC / Sega Dreamcast,General,2.86 GB,"https://archive.org/download/pc_redump/PC Redump/Project - Snowblind (Europe) (En,Fr,De,Es,It).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Project%20-%20Snowblind.png
PC-D08C9C44,"PC Redump/Psychonauts (Europe) (En,Fr,De).zip",PC / Sega Dreamcast,General,4.20 GB,"https://archive.org/download/pc_redump/PC Redump/Psychonauts (Europe) (En,Fr,De).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Psychonauts.png
PC-2E2AAD4C,"PC Redump/Q.E.D. II Level Creator for Quake II, Hexen II & Quake (USA).zip",PC / Sega Dreamcast,General,28.06 MB,"https://archive.org/download/pc_redump/PC Redump/Q.E.D. II Level Creator for Quake II, Hexen II & Quake (USA).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Q.E.D.%20II%20Level%20Creator%20for%20Quake%20II%2C%20Hexen%20II%20%26%20Quake.png
PC-9970D322,PC Redump/Quake (USA) (Rerelease) (19971125) (Alt).zip,PC / Sega Dreamcast,General,594.87 MB,https://archive.org/download/pc_redump/PC Redump/Quake (USA) (Rerelease) (19971125) (Alt).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake.png
PC-6C035FAD,PC Redump/Quake (USA) (Rerelease) (19980921).zip,PC / Sega Dreamcast,General,594.94 MB,https://archive.org/download/pc_redump/PC Redump/Quake (USA) (Rerelease) (19980921).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake.png
PC-611BA33A,PC Redump/Quake (USA) (v1.06).zip,PC / Sega Dreamcast,General,565.29 MB,https://archive.org/download/pc_redump/PC Redump/Quake (USA) (v1.06).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake.png
PC-5B877C83,PC Redump/Quake (USA).zip,PC / Sega Dreamcast,General,638.29 MB,https://archive.org/download/pc_redump/PC Redump/Quake (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake.png
PC-74C00132,PC Redump/Quake 4 (World) (Bonus DVD).zip,PC / Sega Dreamcast,General,1.53 GB,https://archive.org/download/pc_redump/PC Redump/Quake 4 (World) (Bonus DVD).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%204.png
PC-60587DF3,"PC Redump/Quake 4 (World) (En,Fr,Es,It).zip",PC / Sega Dreamcast,General,2.67 GB,"https://archive.org/download/pc_redump/PC Redump/Quake 4 (World) (En,Fr,Es,It).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%204.png
PC-31ACDB81,PC Redump/Quake II (USA) (Rerelease) (20010503).zip,PC / Sega Dreamcast,General,588.83 MB,https://archive.org/download/pc_redump/PC Redump/Quake II (USA) (Rerelease) (20010503).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20II.png
PC-9B8AD6DF,PC Redump/Quake II Mission Pack - Ground Zero (USA).zip,PC / Sega Dreamcast,General,488.92 MB,https://archive.org/download/pc_redump/PC Redump/Quake II Mission Pack - Ground Zero (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20II%20Mission%20Pack%20-%20Ground%20Zero.png
PC-EB53D19F,PC Redump/Quake II Mission Pack - The Reckoning (USA) (Alt 2).zip,PC / Sega Dreamcast,General,438.75 MB,https://archive.org/download/pc_redump/PC Redump/Quake II Mission Pack - The Reckoning (USA) (Alt 2).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20II%20Mission%20Pack%20-%20The%20Reckoning.png
PC-A2A5E85C,PC Redump/Quake II Mission Pack - The Reckoning (USA) (Alt).zip,PC / Sega Dreamcast,General,438.75 MB,https://archive.org/download/pc_redump/PC Redump/Quake II Mission Pack - The Reckoning (USA) (Alt).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20II%20Mission%20Pack%20-%20The%20Reckoning.png
PC-63F21795,PC Redump/Quake II Mission Pack - The Reckoning (USA).zip,PC / Sega Dreamcast,General,438.75 MB,https://archive.org/download/pc_redump/PC Redump/Quake II Mission Pack - The Reckoning (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20II%20Mission%20Pack%20-%20The%20Reckoning.png
PC-A439B33F,"PC Redump/Quake II Netpack I - Extremities (USA, Europe).zip",PC / Sega Dreamcast,General,223.38 MB,"https://archive.org/download/pc_redump/PC Redump/Quake II Netpack I - Extremities (USA, Europe).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20II%20Netpack%20I%20-%20Extremities.png
PC-33F7B489,"PC Redump/Quake III - Arena (USA, Europe) (Rerelease).zip",PC / Sega Dreamcast,General,550.09 MB,"https://archive.org/download/pc_redump/PC Redump/Quake III - Arena (USA, Europe) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20III%20-%20Arena.png
PC-3615377E,"PC Redump/Quake III - Arena (USA, Europe).zip",PC / Sega Dreamcast,General,575.49 MB,"https://archive.org/download/pc_redump/PC Redump/Quake III - Arena (USA, Europe).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20III%20-%20Arena.png
PC-79498C8A,PC Redump/Quake III - Team Arena (USA).zip,PC / Sega Dreamcast,General,503.26 MB,https://archive.org/download/pc_redump/PC Redump/Quake III - Team Arena (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20III%20-%20Team%20Arena.png
PC-AC4E167D,"PC Redump/Quake III - Team Arena (USA, Europe) (Rerelease).zip",PC / Sega Dreamcast,General,492.57 MB,"https://archive.org/download/pc_redump/PC Redump/Quake III - Team Arena (USA, Europe) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20III%20-%20Team%20Arena.png
PC-DAE9CC28,PC Redump/Quake Mission Pack No. 1 - Scourge of Armagon (USA).zip,PC / Sega Dreamcast,General,271.65 MB,https://archive.org/download/pc_redump/PC Redump/Quake Mission Pack No. 1 - Scourge of Armagon (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20Mission%20Pack%20No.%201%20-%20Scourge%20of%20Armagon.png
PC-6AEF3FED,PC Redump/Quake Mission Pack No. 2 - Dissolution of Eternity (USA).zip,PC / Sega Dreamcast,General,283.06 MB,https://archive.org/download/pc_redump/PC Redump/Quake Mission Pack No. 2 - Dissolution of Eternity (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20Mission%20Pack%20No.%202%20-%20Dissolution%20of%20Eternity.png
PC-3B51BFC9,PC Redump/Quake Mission Packs - No. 1 - Scourge of Armagon & No. 2 - Dissolution of Eternity (USA).zip,PC / Sega Dreamcast,General,323.72 MB,https://archive.org/download/pc_redump/PC Redump/Quake Mission Packs - No. 1 - Scourge of Armagon & No. 2 - Dissolution of Eternity (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Quake%20Mission%20Packs%20-%20No.%201%20-%20Scourge%20of%20Armagon%20%26%20No.%202%20-%20Dissolution%20of%20Eternity.png
PC-F5802E17,PC Redump/Rally Championship Xtreme (Europe).zip,PC / Sega Dreamcast,General,581.14 MB,https://archive.org/download/pc_redump/PC Redump/Rally Championship Xtreme (Europe).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rally%20Championship%20Xtreme.png
PC-F260272B,PC Redump/Rally Championship Xtreme (Poland) (Rerelease).zip,PC / Sega Dreamcast,General,594.52 MB,https://archive.org/download/pc_redump/PC Redump/Rally Championship Xtreme (Poland) (Rerelease).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rally%20Championship%20Xtreme.png
PC-3A681A8D,"PC Redump/Rayman 2 - The Great Escape (Europe, Australia) (En,Fr,De,Es,It) (20000322).zip",PC / Sega Dreamcast,General,643.04 MB,"https://archive.org/download/pc_redump/PC Redump/Rayman 2 - The Great Escape (Europe, Australia) (En,Fr,De,Es,It) (20000322).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rayman%202%20-%20The%20Great%20Escape.png
PC-4298CC4C,"PC Redump/Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It) (Rerelease).zip",PC / Sega Dreamcast,General,643.03 MB,"https://archive.org/download/pc_redump/PC Redump/Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rayman%202%20-%20The%20Great%20Escape.png
PC-96820679,"PC Redump/Rayman 2 - The Great Escape (USA, Brazil) (En,Fr,De,Es,It).zip",PC / Sega Dreamcast,General,625.13 MB,"https://archive.org/download/pc_redump/PC Redump/Rayman 2 - The Great Escape (USA, Brazil) (En,Fr,De,Es,It).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rayman%202%20-%20The%20Great%20Escape.png
PC-C9588E51,"PC Redump/Rayman 3 - Hoodlum Havoc (Europe) (En,Fr,De,Es,It) (Rerelease).zip",PC / Sega Dreamcast,General,1.37 GB,"https://archive.org/download/pc_redump/PC Redump/Rayman 3 - Hoodlum Havoc (Europe) (En,Fr,De,Es,It) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rayman%203%20-%20Hoodlum%20Havoc.png
PC-8E0F6A6E,"PC Redump/Rayman 3 - Hoodlum Havoc (USA) (En,Fr,De,Es,It) (Rerelease).zip",PC / Sega Dreamcast,General,1.35 GB,"https://archive.org/download/pc_redump/PC Redump/Rayman 3 - Hoodlum Havoc (USA) (En,Fr,De,Es,It) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rayman%203%20-%20Hoodlum%20Havoc.png
PC-B5128367,"PC Redump/Rayman Arena (USA) (En,Fr,Es) (Disc 1) (Rerelease).zip",PC / Sega Dreamcast,General,696.63 MB,"https://archive.org/download/pc_redump/PC Redump/Rayman Arena (USA) (En,Fr,Es) (Disc 1) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rayman%20Arena.png
PC-A5133996,"PC Redump/Rayman Arena (USA) (En,Fr,Es) (Disc 2) (Rerelease).zip",PC / Sega Dreamcast,General,360.51 MB,"https://archive.org/download/pc_redump/PC Redump/Rayman Arena (USA) (En,Fr,Es) (Disc 2) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rayman%20Arena.png
PC-43BFF4A6,"PC Redump/Rayman M (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi) (Disc 1) (Rerelease).zip",PC / Sega Dreamcast,General,504.65 MB,"https://archive.org/download/pc_redump/PC Redump/Rayman M (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi) (Disc 1) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rayman%20M.png
PC-B0036821,"PC Redump/Rayman M (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi) (Disc 2) (Rerelease).zip",PC / Sega Dreamcast,General,592.50 MB,"https://archive.org/download/pc_redump/PC Redump/Rayman M (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi) (Disc 2) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rayman%20M.png
PC-04784167,"PC Redump/Re-Volt (USA) (En,Fr,De,Es,It) (Rerelease).zip",PC / Sega Dreamcast,General,551.09 MB,"https://archive.org/download/pc_redump/PC Redump/Re-Volt (USA) (En,Fr,De,Es,It) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Re-Volt.png
PC-4A4AA254,"PC Redump/Re-Volt (USA) (En,Fr,De,Es,It).zip",PC / Sega Dreamcast,General,543.46 MB,"https://archive.org/download/pc_redump/PC Redump/Re-Volt (USA) (En,Fr,De,Es,It).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Re-Volt.png
PC-C44DDAF9,PC Redump/Red Faction (USA) (Disc 1).zip,PC / Sega Dreamcast,General,587.69 MB,https://archive.org/download/pc_redump/PC Redump/Red Faction (USA) (Disc 1).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Red%20Faction.png
PC-8A102DD6,PC Redump/Red Faction (World) (Disc 2) (Multiplayer Disc).zip,PC / Sega Dreamcast,General,385.51 MB,https://archive.org/download/pc_redump/PC Redump/Red Faction (World) (Disc 2) (Multiplayer Disc).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Red%20Faction.png
PC-68530A7A,PC Redump/Redneck Rampage - Family Reunion (USA) (Disc 1).zip,PC / Sega Dreamcast,General,475.33 MB,https://archive.org/download/pc_redump/PC Redump/Redneck Rampage - Family Reunion (USA) (Disc 1).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Redneck%20Rampage%20-%20Family%20Reunion.png
PC-34EE6F06,PC Redump/Redneck Rampage - Family Reunion (USA) (Disc 2).zip,PC / Sega Dreamcast,General,372.34 MB,https://archive.org/download/pc_redump/PC Redump/Redneck Rampage - Family Reunion (USA) (Disc 2).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Redneck%20Rampage%20-%20Family%20Reunion.png
PC-C1CAD436,PC Redump/Resident Evil (USA).zip,PC / Sega Dreamcast,General,535.63 MB,https://archive.org/download/pc_redump/PC Redump/Resident Evil (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Resident%20Evil.png
PC-65DEC40B,"PC Redump/Return to Castle Wolfenstein (USA, Europe) (Disc 1) (The Platinum Edition).zip",PC / Sega Dreamcast,General,701.29 MB,"https://archive.org/download/pc_redump/PC Redump/Return to Castle Wolfenstein (USA, Europe) (Disc 1) (The Platinum Edition).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Return%20to%20Castle%20Wolfenstein.png
PC-33E95DBF,"PC Redump/Return to Castle Wolfenstein (USA, Europe) (Disc 2) (The Platinum Edition).zip",PC / Sega Dreamcast,General,488.43 MB,"https://archive.org/download/pc_redump/PC Redump/Return to Castle Wolfenstein (USA, Europe) (Disc 2) (The Platinum Edition).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Return%20to%20Castle%20Wolfenstein.png
PC-948E9810,PC Redump/Rise of the Triad - Dark War (USA) (Site License) (v1.3).zip,PC / Sega Dreamcast,General,62.35 MB,https://archive.org/download/pc_redump/PC Redump/Rise of the Triad - Dark War (USA) (Site License) (v1.3).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rise%20of%20the%20Triad%20-%20Dark%20War.png
PC-44A98605,"PC Redump/Rise of the Triad - Dark War (USA, Europe) (Rev 1).zip",PC / Sega Dreamcast,General,60.88 MB,"https://archive.org/download/pc_redump/PC Redump/Rise of the Triad - Dark War (USA, Europe) (Rev 1).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rise%20of%20the%20Triad%20-%20Dark%20War.png
PC-9D81B610,PC Redump/Rise of the Triad - The HUNT Begins (USA).zip,PC / Sega Dreamcast,General,8.97 MB,https://archive.org/download/pc_redump/PC Redump/Rise of the Triad - The HUNT Begins (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rise%20of%20the%20Triad%20-%20The%20HUNT%20Begins.png
PC-6FBE49CC,"PC Redump/Road & Track Presents - The Need for Speed (USA) (En,De).zip",PC / Sega Dreamcast,General,531.32 MB,"https://archive.org/download/pc_redump/PC Redump/Road & Track Presents - The Need for Speed (USA) (En,De).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Road%20%26%20Track%20Presents%20-%20The%20Need%20for%20Speed.png
PC-7A257E93,"PC Redump/Road & Track Presents - The Need for Speed - Special Edition (Europe) (En,De).zip",PC / Sega Dreamcast,General,444.89 MB,"https://archive.org/download/pc_redump/PC Redump/Road & Track Presents - The Need for Speed - Special Edition (Europe) (En,De).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Road%20%26%20Track%20Presents%20-%20The%20Need%20for%20Speed%20-%20Special%20Edition.png
PC-0199EB62,"PC Redump/Road & Track Presents - The Need for Speed SE (USA) (En,De) (Rerelease).zip",PC / Sega Dreamcast,General,458.85 MB,"https://archive.org/download/pc_redump/PC Redump/Road & Track Presents - The Need for Speed SE (USA) (En,De) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Road%20%26%20Track%20Presents%20-%20The%20Need%20for%20Speed%20SE.png
PC-C15AF9F6,"PC Redump/Rollcage (Europe) (En,Fr,De,Es,It) (Rerelease).zip",PC / Sega Dreamcast,General,602.15 MB,"https://archive.org/download/pc_redump/PC Redump/Rollcage (Europe) (En,Fr,De,Es,It) (Rerelease).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rollcage.png
PC-440F12DC,"PC Redump/Rollcage (USA) (En,Fr,De,Es,It).zip",PC / Sega Dreamcast,General,602.72 MB,"https://archive.org/download/pc_redump/PC Redump/Rollcage (USA) (En,Fr,De,Es,It).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rollcage.png
PC-44AD2304,"PC Redump/Rollcage Stage II (USA) (En,Fr,De,Es,It).zip",PC / Sega Dreamcast,General,737.06 MB,"https://archive.org/download/pc_redump/PC Redump/Rollcage Stage II (USA) (En,Fr,De,Es,It).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rollcage%20Stage%20II.png
PC-C671A1E9,PC Redump/RollerCoaster Tycoon 2 - Triple Thrill Pack (USA).zip,PC / Sega Dreamcast,General,681.10 MB,https://archive.org/download/pc_redump/PC Redump/RollerCoaster Tycoon 2 - Triple Thrill Pack (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/RollerCoaster%20Tycoon%202%20-%20Tle%20Thrill%20Pack.png
PC-DA3BD13B,PC Redump/RollerCoaster Tycoon 3 Platinum! (USA).zip,PC / Sega Dreamcast,General,760.89 MB,https://archive.org/download/pc_redump/PC Redump/RollerCoaster Tycoon 3 Platinum! (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/RollerCoaster%20Tycoon%203%20Platinum%21.png
PC-88757195,PC Redump/RollerCoaster Tycoon Deluxe (USA).zip,PC / Sega Dreamcast,General,491.45 MB,https://archive.org/download/pc_redump/PC Redump/RollerCoaster Tycoon Deluxe (USA).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/RollerCoaster%20Tycoon%20Deluxe.png
PC-8919EE32,PC Redump/RollerCoaster World (Europe) (20020621).zip,PC / Sega Dreamcast,General,143.21 MB,https://archive.org/download/pc_redump/PC Redump/RollerCoaster World (Europe) (20020621).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/RollerCoaster%20World.png
PC-D6A3C192,PC Redump/Rune Gold (USA) (Disc 1).zip,PC / Sega Dreamcast,General,580.23 MB,https://archive.org/download/pc_redump/PC Redump/Rune Gold (USA) (Disc 1).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rune%20Gold.png
PC-CC6786CA,PC Redump/Rune Gold (USA) (Disc 2).zip,PC / Sega Dreamcast,General,560.47 MB,https://archive.org/download/pc_redump/PC Redump/Rune Gold (USA) (Disc 2).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Rune%20Gold.png
PC-89746CC8,PC Redump/SWAT 3 - Close Quarters Battle (USA) (Play CD) (Tactical Game of the Year Edition).zip,PC / Sega Dreamcast,General,636.90 MB,https://archive.org/download/pc_redump/PC Redump/SWAT 3 - Close Quarters Battle (USA) (Play CD) (Tactical Game of the Year Edition).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/SWAT%203%20-%20Close%20Quarters%20Battle.png
PC-F0CE5682,PC Redump/SWAT 3 - Close Quarters Battle (USA) (Tactics CD) (Tactical Game of the Year Edition).zip,PC / Sega Dreamcast,General,603.42 MB,https://archive.org/download/pc_redump/PC Redump/SWAT 3 - Close Quarters Battle (USA) (Tactics CD) (Tactical Game of the Year Edition).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/SWAT%203%20-%20Close%20Quarters%20Battle.png
PC-7AA2A242,PC Redump/SWAT 4 (Italy) (Disc 1) (Gold Edition) (Covermount).zip,PC / Sega Dreamcast,General,726.22 MB,https://archive.org/download/pc_redump/PC Redump/SWAT 4 (Italy) (Disc 1) (Gold Edition) (Covermount).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/SWAT%204.png
PC-9AB921A5,PC Redump/SWAT 4 (Italy) (Disc 2) (Gold Edition) (Covermount).zip,PC / Sega Dreamcast,General,436.92 MB,https://archive.org/download/pc_redump/PC Redump/SWAT 4 (Italy) (Disc 2) (Gold Edition) (Covermount).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/SWAT%204.png
PC-10FA856E,PC Redump/SWAT 4 - The Stetchkov Syndicate (Italy) (Covermount).zip,PC / Sega Dreamcast,General,652.51 MB,https://archive.org/download/pc_redump/PC Redump/SWAT 4 - The Stetchkov Syndicate (Italy) (Covermount).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/SWAT%204%20-%20The%20Stetchkov%20Syndicate.png
PC-284D1AA1,"PC Redump/Sacrifice (USA, Europe) (MSI OEM).zip",PC / Sega Dreamcast,General,731.46 MB,"https://archive.org/download/pc_redump/PC Redump/Sacrifice (USA, Europe) (MSI OEM).zip",https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Sacrifice.png
PC-82F82930,PC Redump/Scarface - The World Is Yours (Europe) (Rerelease).zip,PC / Sega Dreamcast,General,2.28 GB,https://archive.org/download/pc_redump/PC Redump/Scarface - The World Is Yours (Europe) (Rerelease).zip,https://thumbnails.libretro.com/Sega%20-%20Dreamcast/Named_Boxarts/Scarface%20-%20The%20World%20Is%20Yours.png
